	Unnamed: 0	Link	Text	Title	Terms	Topics
10	10	http://www.slate.com/articles/news_and_politics/politics/2012/10/mitt_romney_and_the_gop_s_plans_to_woo_florida_jews_from_barack_obama_appear.html	"WEST PALM BEACH, Fla.-- On the flight into Fort Lauderdale's airport, if you look to the right of the plane, you see the first billboard: ""Friends Don't Let Friends Get Nuked. STOP OBAMA."" A cartoon map of Israel, colored white and blue and decorated with a Star of David, is being hit by an ICBM. On I-95, the route up to the heart of south Florida's Jewish heartland, you see more signs in the same garish colors portraying the president bowing to a Saudi prince. The billboards are paid for by the American Principles super PAC. A photo of the one I saw led a spooky New York Times story this week as an example of the ""strident messages"" arriving in swing states. It's also an example of how the noise of this campaign outmatches the signal. The PAC has reported only $126,000 in funds and handed most of it over to CBS Outdoor, the billboard company. Emails to its official address bounce back; phone calls to their offices ricochet off a full file of voice mail. The campaign to turn nervous Jews against Barack Obama's Democrats might turn out to be a bust. And after such high hopes! The president's relationship with Benjamin Netanyahu has been one long Adam Sandler movie of pratfalls and accidental insults. In July, a Gallup poll gave Obama a meager 64-29 lead among Jewish voters. It was, as the Palm Beach-based Newsmax pointed out, the worst Democratic showing since Michael Dukakis. A result like that could've meant tens of thousands fewer votes for Obama in Florida, Pennsylvania, Ohio, and Nevada. But it didn't last. A mid-September Gallup poll, obtained by Buzzfeed, gave the president a 70-25 lead with Jewish voters. That's about what he won in 2008. In the final presidential debate, Mitt Romney only mentioned Israel after the president brought it up and then said, ""I think the tension that existed between Israel and the United States was very unfortunate."" In general, he went lighter on the issue than in past foreign policy speeches. ""I thought, ""Wow, he must be confident about winning Florida,"" says Ana Navarro, a Miami-based Republican strategist. ""He left a lot of Israel on the table. He left Cuba on the table."" She mentions another billboard campaign, by the better-funded Republican Jewish Coalition, which has spent at least $4.5 million in the general election stretch on ads that show purportedly disappointed Obama voters on silly pun-filled billboards. ""I don't think those OBAMA? OY VEY! signs were swaying many people,"" says Navarro. Democrats--who, let's be fair, have been spinning this for years--argue that Obama was already winning the argument and used the debate to spike the ball. Romney's trump card on Israel was that Obama failed to visit Israel on his Middle East tour, and Israelis noticed. ""I went to Yad Vashem, the Holocaust museum there, to remind myself the nature of evil and why our bond with Israel will be unbreakable,"" said the president. ""And then I went down to the border towns of Sderot, which had experienced missiles raining down from Hamas.""* He talked about the military exercise team-ups between the two countries and the Iron Dome defense system, and the round was over. ""Talking about Yad Vashem--that resonates with Jewish voters, especially when he pronounces it correctly,"" says former Rep. Robert Wexler, the overtaxed Obama surrogate on Israel issues. ""It resonates when he explains why he then was motivated to spend money on the Iron Dome."" Rep. Ted Deutch, who holds Wexler's old seat, already talks about the ""dump Obama"" campaign in the past tense. ""There's been an awful lot of money spent by super PACs, by Sheldon Adelson, and by a lot of shadow groups, in south Florida especially, to try to make the president's record on Israel look like something other than what it really is."" The battle for Florida's Jews is best seen from the new 22nd Congressional District, a long swath of small cities and suburbs that stretches from the Palm Beach area down 60 minutes south to Fort Lauderdale. For two years it's been represented by Rep. Allen West, ever since he humiliated Jewish incumbent Democrat Ron Klein in the Tea Party wave. Then the state tweaked the district and moved some conservative suburbs into other districts. The new 22nd had given 57 percent of its vote to Obama in 2008. West jumped to the 18th District, packed with conservatives who struggle to describe how much they adore their new congressman. This forces the 22nd to choose between Democrat Lois Frankel and Republican Adam Hasner. Both are Jewish. Both were born in New York. Hasner came to Florida with his family in 1975; Frankel arrived in 1974. The Democrat, who's 64, was elected mayor of West Palm Beach after leading the party's diminishing delegation to the state House. Hanser, 42, helped Marco Rubio run the growing Republican majority. She spent half the campaign running against West; Hasner spent half the cycle running for U.S. Senate. And now they're in a race where the Israel issue is a wash, hard for a Democrat to lose. At a forum last week with Jewish voters, Hasner tried to win it anyway. ""I was one of the first in the country to say, 'No more money to a Hamas-led Palestinian Authority,' "" he said. "" 'No more money to a Muslim Brotherhood-led Egypt.' "" And when ""the Democratic National Convention decided to remove Jerusalem as the capital of Israel, I asked Lois Frankel to join me in recognizing that this was a bipartisan issue. She remained silent."" Frankel, whose New York accent has never been softened, laughed that off. ""Mr. Hasner, I hate to admit this,"" she said, ""but I've been supporting Israel for longer than you've been born."" It's a dodge, and it sort of works. Frankel's so happy with it that she repeats the line when I join her on a tour of West Palm Beach. It's only the top of the district, but it is populated, to an eerie degree, with people who know ""Lois!"" by name and ask her if she's won yet. The city library, built during her tenure, is decorated with her own abstract paintings. She frequently puts her hand on my shoulder and points out what's ""awesome""--the computer room, the new downtown restaurants, the park where the old library used to be, the wine bar owned by her son. She bluntly explains that she's going to win the non-West Palm Beach parts of the districts with her TV ads and that the Israel issue's a wash. ""If you look at Congress, it's not a partisan issue,"" she says. ""If you look at AIPAC, they're not partisan. We do Israel a disservice to make it partisan. And I'm not going to use it for a partisan advantage. I say Adam Hasner is a great supporter of Israel, and I'm a great supporter of Israel."" And in a short interview, when I ask about Israel, Hasner mostly moves on. ""I don't think the Jewish vote is atypical,"" he says. ""I think President Obama has lost support across the spectrum. I think Jewish voters are right in line with re-evaluating their support based on a multitude of issues, including the economy."" Indeed, in Hasner's latest ad, a woman tells voters that Frankel spent $13,000 to remodel a bathroom then flushes the toilet she's sitting on. ""When you gotta go,"" she says, ""you gotta go."" It's not quite a nuclear missile headed at Tel Aviv. Correction, Oct. 25, 2012: This article misidentified the town Obama said he visited in Israel. It is Sderot, not Storok."	Why the GOP Campaign To Court Florida Jews Is a Bust	['Israel', 'Frankel', 'Romney', 'Rubio', 'Allen', 'Obama']	[]
11	11	http://www.slate.com/articles/news_and_politics/politics/2012/10/romney_leads_in_colorado_day_13_romney_s_ray_of_hope.html	Every day until the election, Slate will offer up one reason to be optimistic for your candidate. 13 days to go: Today's Good News for Romney: This year Colorado has functioned as a mercurial battleground, teetering back and forth between Barack Obama and Mitt Romney for months. The Centennial State may remain too close to call, but with the election fewer than two weeks away, Romney has a slight but potentially firm lead over Obama. Real Clear Politics' poll average gives Romney a miniscule .2 percent advantage, but Rasmussen has the Republican presidential candidate at 50 percent over Obama's 46 percent. Romney has noticed: His campaign is hitting Colorado hard this week and is encouraging huge crowds of enthusiastic supporters to carry Republicans over the finish line. The polls are on Romney's side, and this last push could be the one that delivers the state back into GOP hands. See Mitt Romney's earlier rays of hope. See Barack Obama's earlier rays of hope.	Why Today Was a Good Day for Mitt Romney	['Romney', 'Obama']	[]
12	12	http://www.slate.com/articles/news_and_politics/politics/2012/10/barack_obama_wants_to_paint_mitt_romney_as_a_man_who_can_t_be_trusted.html	"DELRAY BEACH, Fla.--President Obama moved from center stage to center court Tuesday. The day after the third and final debate, Obama started his day at a tennis stadium grinning under the waves of adulation from an eager and approving crowd. The night before, the president was all sharp elbows and crisp declarations about world affairs, but for those arrayed in the bleachers surrounding him on all sides, he was in full campaign mode, joking, switching accents, and returning to the perils of Romnesia--less Situation Room and more The Situation. Under a peekaboo sun, the president said Romney was doing the Okie-Doke, playing hide and seek with his true plans. ""Last night we had a stage 3 case,"" he said, in a mock diagnosis of his opponent's condition. ""If you can't seem to remember the policies on your website, you might have Romnesia. If you can't even remember what you said last week, you might have Romnesia."" Obama wasn't just revisiting a comedy routine he'd unveiled for the first time last Friday, he was trying to explain exactly why this deficiency made Romney unfit to be president. ""This is about trust,"" he said. ""There is no more serious issue in a presidential campaign than trust. The person who leads this country you've got to have some confidence that he or she means what she says. What they believe that they are going to do it. You want someone to look you in the eye and say, 'Here's what I stand for. Here's what I'll fight for. Here's what I care about. Here's who I'm going to look out for in the debates in Washington.' "" The message is that if you think there's something you like about Romney, he can't be trusted to deliver. But Obama is also trying to redefine the race. It's not about foreign affairs or the economy. It's about trust. There's still a tension in this line of attack. If Romney is not to be believed, then why should people weigh the things he says that are very conservative over the things that he says that are less so? Couldn't it be possible that the moderate-sounding guy who is willing to rearrange his policies and emphasis for a few debates might be a similarly pragmatic president? No, say Obama strategists, he's got a conservative core; what can't be trusted is anything that he does that suggests otherwise. ""He knows he can't sell his beliefs,"" Obama said at a rally in Dayton, Ohio later on Tuesday. ""So he's doing everything he can to hide his true positions."" The president brought a new diagnosis of his opponent and a new pamphlet of old policies. A glossy brochure is being sent to more than 3 million swing-state voters outlining his plans for the next term. Inside, Obama is dressed in casual Friday clothes meeting with women, children, the elderly, and people involved in purposeful economic pursuit--a small businesswoman and people in lab coats Gov. Romney has said the president has no ideas for the future, and even some of Obama's allies make that charge. The brochure was the latest attempt to correct that impression. Obama had tried the night before too, making a few detours in the foreign policy debate to outline his domestic plans in bullet-point fashion. The agenda is not a mystery. Obama has been promoting it for more than a year: investment in manufacturing, education, infrastructure, energy production, and a trillion dollar start on shrinking the deficit. The American people either haven't been listening, or don't find what he's selling very attractive. There is one other possibility. The search for Obama's policies may be like a weekend trip to the refrigerator. You open it again and again, staring inside for a minute before you close it once more, unmoved and still hungry. Sometimes it takes another person to come along and point out that there really is something in there to eat, you've just been missing it. Republicans immediately dismissed the policies in the document as warmed over. True, but doesn't that undermine the argument that Obama doesn't have any plans? Being warmed over may be a disqualifying characteristic, but if old ideas are bad ideas, then Romney's 20 percent reduction in tax rates is in danger. Marginal rate reductions are hardly a new idea. Indeed, it appeals to Republicans because it has a whiff of Reagan. When the president said that Romney shouldn't be concerned about Romnesia because Obamacare covers pre-existing conditions, the crowd erupted with such delight that it felt for a moment like we'd been transported to one of those 2008 Obama rallies. Obama left the stage with a bounce. He was clearly having a blast. In this final stretch of the campaign, he will almost certainly have the advantage over his opponent in sheer performance energy at campaign events. Romney can turn out a crowd and they've been getting bigger since his successful Denver debate, but he just doesn't put on the show that Obama does. Some people in the audience had been waiting in line for six hours, and judging from the constant and sustained applause, they felt the wait was worth it. ""I believe in you,"" said the president, ""and I need you to believe in me."""	It's about trust. That's President Obama's message for the home stretch.	['Romney', 'Obama']	[]
13	13	http://www.slate.com/articles/news_and_politics/politics/2012/10/gas_prices_and_unemployment_in_swing_states_falls_day_14_obama_s_ray_of.html	Every day until the election, Slate will offer up one reason to be optimistic for your candidate. 14 days to go: Today's Good News for Obama: Mitt Romney has been hitting President Obama hard on gas prices and unemployment. But in swing states, the numbers are now on Obama's side. Gas prices actually fell 9 cents last week, and in eight swing states, gas prices are below the national average of $3.72 a gallon. As for jobs, unemployment rates have fallen in nine swing states in the past month. What's more, Virginia, Ohio, Wisconsin, and Iowa all benefit from lower gas prices and unemployment below the national average. Obama may be more than happy if Romney chooses to keep pointing to gas prices and unemployment figures in these vital states. See Barack Obama's earlier rays of hope. See Mitt Romney's earlier rays of hope.	Why Today Was a Good Day for Barack Obama	['Romney', 'Obama']	[]
14	14	http://www.slate.com/articles/news_and_politics/politics/2012/10/third_presidential_debate_barack_obama_won_the_final_debate_but_mitt_romney.html	"Mitt Romney brought a knife to a gunfight. A butter knife. In the third and final presidential debate, focused on national security and foreign policy, the Republican challenger seemed to be living by the Hippocratic oath: Do no harm. In this case that meant a mostly passive, heavy-on-agreement discussion with his opponent the commander in chief. President Obama, by contrast, was on the attack, repeatedly calling Romney reckless and looking every bit like the politician who thinks he's behind in the race. President Obama won the third debate, articulating his policies more forcefully, offering more detail and a coherent foreign policy rationale. Romney generally presented bromides and talking points in a style that was at times tentative. When he talked about foreign policy, Romney occasionally sounded like a student trying to prove that he'd crammed for the test, rattling off the names of countries and bullet points he'd recently committed to memory. In the end though, the political question is not who won the policy debate on foreign policy, but whether Romney cleared the bar as a plausible commander in chief. Voters are going to hire him based on his ability to handle the economy, which means he does not need to be as competent on a secondary issue like foreign policy. He just has to be acceptable. What does acceptable mean? For Romney, it probably meant no mistakes (and there were no obvious gaffes). The country will now return to talking about the economy, the issue he wants to talk about. The immediate exit polls were mixed. CBS polled undecided voters and they gave the night to Obama, 53 percent to 23 percent. CNN's poll of registered voters gave the narrow edge to Obama, 48 percent to 40 percent. While Obama called Romney reckless several times, there was nothing the former Massachusetts governor did or said that seemed reckless. After the first debate, Romney campaign strategists said that voters might not have followed the specifics of Romney's plans but liked that he had them. In the third debate, Romney was hoping that his vague but confident pronouncements would do nothing to frighten undecided voters, even if it did cost him the Council on Foreign Relations crowd. And he took no risks by mounting a serious and sustained challenge of the president. In the CBS poll, 49 percent said Romney could be trusted in an international crisis. That was only a few points above what people thought going in to the debate. If he's clearing the acceptability bar, that number suggests it's not by much. When Romney talked about non-foreign-policy issues during one of the debate's many cul-de-sacs into domestic policy, it was like a switch had been thrown. He once again sounded more confident. Romney so thoroughly abandoned the aggressive, fact-checking style that got him into trouble with the president over Libya in their second meeting, it was hard to imagine they were the same candidate. Moderator Bob Schieffer raised tougher questions in his introduction of the topic than Romney ever did. Obama was able to even use Libya as an example of his foreign policy approach, which he argued showed what you could accomplish if you tend to your allies. ""I and Americans took leadership in organizing an international coalition that made sure that we were able to, without putting troops on the ground at the cost of less than what we spent in two weeks in Iraq, liberate a country that had been under the yoke of dictatorship for 40 years."" Like a boxer hugging his opponent to kill time, Romney signaled agreement with Obama on Syria, Iranian sanctions, defending Israel, Afghanistan, and the ouster of Hosni Mubarak. When he fought back against Obama's attacks, his stock phrase was generic and with an eye toward swing voters: ""Attacking me is not talking about an agenda."" (The Romney domestic policy critique is that Obama has no second-term domestic agenda, either.) Romney wasn't going to do anything to make suburban women, that key voting bloc, think that he was going to get into any wars. ""We can't kill our way out of this mess,"" said Romney about the Middle East. He talked about alliances, promoting foreign aid, and working to promote democracy. When he discussed domestic policy--on the pretext that America can only be strong abroad if the economy is strong at home--Romney stressed his desire to work with both parties and referred to his record of cooperating with Democrats in Massachusetts. Several times he made this point, which is aimed directly at swing-state women who approve of Romney's desire to work in a bipartisan way. ""Republicans and Democrats came together on a bipartisan basis to put in place education principles that focused on having great teachers in the classroom,"" said Romney. Bipartisanship and education: the double woman-voter pitch. Both candidates mentioned greater freedom for women in the Middle East several times. Just because there were no obvious Romney gaffes doesn't mean that Obama didn't get the better of him at times. The president treated Romney like a pretender with derisive asides. ""The 1980s, they're now calling to ask for their foreign policy back,"" Obama said, making fun of Romney's anti-Russia stance. When Romney talked about building more ships, the president took his pants down. ""You mentioned the Navy, for example, and that we have fewer ships than we did in 1916. Well, Governor, we also have fewer horses and bayonets, because the nature of our military's changed. We have these things called aircraft carriers, where planes land on them. We have these ships that go underwater, nuclear submarines."" It was a regular theme; the message was that Romney was a novice and a dummy. ""I know you haven't been in a position to actually execute foreign policy--but every time you've offered an opinion, you've been wrong."" Domestic politics also came in to play in a debate over the auto bailout. There were several times when Romney decided not to answer Obama's claims. He simply let arguments pass by. After Obama launched into one long answer, Romney did try to pipe up. When Scheiffer said he'd had his say, Romney, who had moved past other moderators, said ""Well, that's probably true."" But when it came to the auto bailout, Romney defended himself vigorously against the charge that he wanted to let the auto industry go bankrupt. Partisans love this stuff, but do undecided voters? Do the voters who were with Obama in 2008, but think he's tarnished his brand? The ""bayonets"" line is actually tied to a policy idea--that a mindless defense buildup is sloppy, inefficient, and out of sync with the threats America faces. But voters might have been lost in the snark. Voters in Virginia, especially southeastern Virginia where they like Romney's plans for a bigger Navy, probably weren't laughing so much. Obama's best moment of the night was when he defended his foreign travel and told the story of visiting with Israeli families as a candidate. It was a strong moment because Obama combined force, a little umbrage taking, and a specific story that punctuated his claim that he was a strong ally of Israel. Another moment that may have connected with voters was when the president told the story about a young girl who last spoke to her father moments before the World Trade Tower collapsed on Sept. 11, 2001. ""For the next decade, she was haunted by that conversation,"" said the president. ""And she said to me, ""You know, by finally getting Bin Laden, that brought some closure to me."" A president who won the Nobel Peace Prize for doing very little in office spent much of the debate highlighting his military accomplishments. After the second debate, Romney's oldest son Tagg said he wanted to slug the president for the mean things he said about his father. After Monday night's debate, the president spoke to Tagg on stage, the two laughed, and at one point the young Romney's hand was on the president's back. It wasn't a gesture of menace, but collegiality. In a debate about war and diplomacy, in the end, diplomacy won out. Video Explainer: Does the U.S. military still use bayonets?  "	Obama Debated Romney Like a Man Who Thinks He's Losing	['Israel', 'Romney', 'Obama']	[]
15	15	http://www.slate.com/articles/news_and_politics/politics/2012/10/romney_gains_voters_trust_on_healthcare_day_6_romney_s_ray_of_hope.html	Every day until the election, Slate will offer up one reason to be optimistic for your candidate. Six days to go: Today's Good News for Romney: In spite of passing a massive overhaul of America's health care system, Barack Obama is increasingly mistrusted to manage Medicare and Medicaid, according to a new poll from the Kaiser Family Foundation. Only 46 percent of likely voters were confident that Obama would handle Medicare better than his Republican opponent, while 41 percent preferred Romney to the president. That's a 5 point gain by Romney since September, and a startling 6 point drop for Obama in the same period of time. Similarly, Obama holds a mere 7 percent lead on the issue of handling Medicaid, down from 18 percent two months ago. And while likely voters still believe Obama will lower their health care costs more than Romney, the president's lead in that category has fallen precipitously, from 16 points in September to 7 points now. Romney's attempt to convince voters of his expertise on the issue has clearly been effective. That could be a crucial factor in a swing state like Florida, where a candidate's bona fides on Medicare might make or break his chances for office. See Mitt Romney's earlier rays of hope. See Barack Obama's earlier rays of hope.	Why Today Was a Good Day for Mitt Romney	['Romney', 'Obama']	[]
16	16	http://www.slate.com/articles/news_and_politics/politics/2012/10/electoral_maps_quiz_take_slate_s_presidential_election_challenge.html	The race is close! Talking heads and voters chatter nervously about the prospect that the election contest will be settled in court. An Electoral College tie could yield a Republican president and a Democratic vice president. It's tempting to think that this is just the American way: the fate of the country resting on a few battlegrounds. But today's partisan strongholds were yesterday's swing states, and winners have sometimes won handily. Below, Slate challenges you to demonstrate your grasp of presidential election history. You'll face 12 electoral maps, randomly generated from presidential elections since 1860. States are shaded according to the party of the candidate who won them: red for Republicans, blue for Democrats, and green for third parties or even splits. For each map, pick the proper election out of four choices before the timer runs out. Every correct answer is worth 45 electoral votes. Collect 270 to come out on top. Good luck!  To take the quiz again, refresh the page for a completely new set of answers and choices.	Test your knowledge of electoral history.	[]	[]
17	17	http://www.slate.com/articles/news_and_politics/politics/2012/10/latino_voters_very_enthusiastic_to_vote_day_7_obama_s_ray_of_hope.html	Every day until the election, Slate will offer up one reason to be optimistic for your candidate. Seven days to go: Today's Good News for Obama: A new poll shows that one voting bloc is far more enthusiastic than pollsters previously thought: Latinos. A full 87 percent of registered Latino voters reported that they are likely to vote. That turnout rate would top even the 2008 tally, when 84 percent of registered Latinos voted. And 8 percent--or about 1 million Latinos--have already voted. Since Latino voters favor President Obama over Mitt Romney 73 percent to 21 percent, these voters could give Obama the critical edge in Florida, Nevada, Colorado, or even Arizona. See Barack Obama's earlier rays of hope. See Mitt Romney's earlier rays of hope.	Why Today Was a Good Day for Barack Obama	['Romney', 'Obama']	[]
18	18	http://www.slate.com/articles/news_and_politics/politics/2012/10/charles_woods_conservative_groups_are_trying_to_use_the_tragic_story_of.html	"Six days ago, Charles Woods turned on his radio and heard an update on the Sept. 11 terrorist attacks in Benghazi. Charles's son, Tyrone Woods, had been killed that day, jumping into the fray after hearing that the American consulate had been attacked. The father, who had chosen not to speak to the media, listened to the news and grew incensed. ""They mentioned that the president had live feed, that he watched my son being killed,"" Woods would tell Fox News weekend host Jeanine Pirro. ""That he watched this whole battle that lasted seven hours. And he chose to do nothing."" Woods called the station and got on with the host, Portland, Ore.-based conservative talker Lars Larson. In calm, even tones, he described the unimaginably sad story of his hero son taking a job despite the danger, responding to people who were ""crying for help,"" and being left to die by his own country. ""The whole feeling I got about this when it happened was 'we're not getting the truth,' "" said Woods. He described the president shaking hands ""like a dead fish,"" which maybe made sense, with ""this information coming out about videos being live-streamed, calls for help coming to the White House."" Over the rest of the week, Woods talked to Glenn Beck, Sean Hannity, Geraldo Rivera, and Laura Ingraham to tell and retell the story. When Obama talked to him, ""it wasn't in a powerful voice,"" said Woods to Hannity. ""It was more of just a whiney little voice--'I'm sorry.' You know? And I could tell by his voice he wasn't even sorry."" In the Ingraham interview, Woods says that the president couldn't even look him in the eye. The Woods interviews are devastating. No one whose blood runs warm can listen to them without reacting. On Facebook, conservatives have started meme-ifying Woods quotes and Benghazi rumors, altering Obama's campaign slogan (Forward) to read: ""COWARD."" For years, conservative critics of the president have portrayed him as a valor-stealing wimp who's actually ashamed of his country. Now they believe his government told Tyrone Woods to stand down, denied all requests for backup as Woods defied the order and fought, and then sat back remorselessly as good men died. But has anybody else--anybody who wasn't already inclined to distrust Obama--bought into this story? Not really, no. The Romney-Ryan ticket has nixed Libya from stump speeches. On Friday, when a Denver TV interviewer asked Obama about the ""stand down"" theory, and the president dodged, the Romney campaign commented on Obama's other answers and ignored ""Benghazi-gate."" Today, a new Pew poll on the election finds that Obama's numbers on foreign policy and leadership have ticked up since mid-October. Whom do voters ""trust to make wise decisions about foreign policy""? A four-point Obama lead has become an eight-point lead. The support for Obama's foreign policy decision-making becomes even stranger when you consider how long this narrative has been building. Over the summer, with great hype and a boost from Karl Rove's tweets, the Special Ops OPSEC Education Fund launched and pledged to expose ""how President Obama and those in positions of authority have exploited their service for political advantage."" Its latest ad, which went up on Oct. 3, rattles off some of the ways--""Hollywood producers briefed,"" ""administration leaks investigations,"" ""SEAL Team Six exposed."" Nobody from OPSEC got back to me when I asked whether that Libya ad would be joined by a new ad, making the ""Obama stood down"" case. But maybe this is the problem. The argument that Obama is listless and credit-stealing began before there was any good evidence for it. Ever since the Benghazi attacks, every fact or rumor has been slotted into the argument. Put the emphasis on ""every rumor."" The most chilling parts of Charles Woods' story are in dispute. That's good news for anyone who doesn't want to think that the government is run by sociopaths. Woods, for example, says that a surveillance drone gave a ""live-stream"" of the attacks for seven hours. There were two waves of attacks. According to CBS News, a surveillance drone was flown over Benghazi ""hours after the attack began."" Emails to the State Department, the ones that had diplomats reporting (not accurately) that a local terrorist group had taken credit, also suggest hours of confusion. And the White House completely denies the theory that the president watched the attacks while bouncing a tennis ball against the wall or something. ""The Situation Room part is completely wrong,"" says White House spokesman Tommy Vietor. ""No one watched video of the attack at the White House as it happened."" Whether you believe that depends on whether you believe anything this White House says. ""Benghazi-gate,"" like so many other stories of 2012, reads differently to people who accept different sources of authority. The most lurid, infuriating version of the Benghazi story appeared days after Woods started talking to the press, in a Fox News exclusive. In this version of the story, the CIA tells Woods to ""stand down""--something the CIA denies. But the administration doesn't sit out the crisis. ""An American Quick Reaction Force sent from Tripoli had arrived at the Benghazi airport at 2 a.m.,"" reports Fox, ""and was delayed for 45 minutes at the airport because they could not at first get transportation."" That reads like a failure. The fact that Ambassador Christopher Stevens had asked for more security at the consulate, and that this security was denied, was a failure--bad at the time, unconscionable in hindsight. And there's an undercurrent of scorn for Obama shared by conservatives and by skeptical veterans that colors the whole story. No Easy Day, the pseudonymous memoir of a SEAL Team Six member, ends with an anticlimactic story about the president awarding the Presidential Unit Citation. According to the author, Obama gave an address ""straight from the speechwriter playbook."" Biden ""kept cracking lame jokes that no one got."" They sound just like the schmucks who can't even give proper handshakes. Later, after a promised party at the White House never happens, the author's friend ""Walt"" laughs off the very idea that Obama can be trusted. ""You believed that shit. I bet you voted for change too, sucker."""	Can Conservatives Swiftboat Obama for Benghazi?	['Larson', 'Romney', 'Obama']	[]
19	19	http://www.slate.com/articles/news_and_politics/politics/2012/10/hurricane_sandy_eats_into_obama_s_early_voting_lead_in_north_carolina_day.html	Every day until the election, Slate will offer up one reason to be optimistic for your candidate. Eight days to go: Today's Good News For Romney: Every realistic path to victory for Mitt Romney includes North Carolina's 15 electoral votes; every realistic forecast of Hurricane Sandy involves it ripping through a swath of the Tar Heel State. And while the storm will keep both Democrats and Republicans indoors, Republicans have everything to gain from the resulting decrease in early voting. Democrats have already seized 49.5 percent of the early vote in the state, far outnumbering Republicans' 31.1 percent share. Obama has known all along that he'd have to rely on these early voters to have any shot of winning North Carolina. (He won it in 2008 with 14,000 votes, probably thanks to early voting.) Yet as the storm batters the state and shuts down early voting stations, Democrats are likely to lose much of their lead, as would-be early voters forego the dwindling opportunities to cast their ballots. North Carolina has hovered around a tie for much of the election, but Hurricane Sandy may have just delivered it for Romney. See Mitt Romney's earlier rays of hope. See Barack Obama's earlier rays of hope.	Why Today Was a Good Day for Mitt Romney	['Romney', 'Obama']	[]
